zip_2,term,int_rate,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,revol_bal,revol_util,mort_acc,credit_history,credit_line_ratio,balance_annual_income,fico_avg_score,installment_amnt_ratio
60,1.222945184457676,12.917941808360444,5.310109876618992,23.599011724264933,5.88955558283715,3.66736234730833,11.16235113206422,1.0847400405131669,2.573506844269842,17.167920324105335,18712.70333312872,53.04156129151065,1.7134921122091953,5909.390368915352,0.5079463331717134,0.20768567747567332,697.3603523417838,0.03127651591141269
61,1.2496538081107813,13.13271612265084,5.262512363996043,23.342631058358062,6.561127596439169,3.843521266073195,11.009642025565071,1.0387734915924827,2.4862512363996045,19.505406528189912,15715.29337289812,53.9886053412463,2.029871414441147,5926.599208704253,0.4662597530364799,0.22542043960541092,697.593471810089,0.03109533361219566
62,1.259008517143481,13.242574797990828,5.224503166630269,23.134308801048263,6.654837300720682,3.909805634417995,11.010708846415968,1.0393098929897358,2.384581786416248,20.231022057217736,16186.096964402708,54.93284559947587,2.08298755186722,5944.8163354444205,0.45914669207157716,0.23127028859934068,697.2697095435684,0.031044408418637818
63,1.2612310580662465,13.17908274104868,5.229448840016092,23.218720665146844,6.098296902239507,3.81681641410755,11.043201526149009,1.0655759688882929,2.472978409548076,18.982251575700683,16676.20665146842,53.991457690760356,2.183317688078316,5943.361137186536,0.473288043161814,0.22109623188656818,697.6933753520183,0.030984023268317916
64,1.2707153885743696,13.138229541945446,5.248584662892434,23.290787442099845,6.1904271744724655,3.816435066049065,11.037446821308423,1.071367301423915,2.5018013381369015,19.11457196774747,15453.841996911991,53.265122662549324,2.0042889003259563,5864.20329387545,0.48154129036609966,0.22151802970985884,698.5750557557043,0.030866393547021503
65,1.2437275985663083,13.167033360904329,5.237937689550593,23.23931623931624,6.392748828232699,3.8285084091535704,10.920017016841083,1.0923628342983183,2.4711883098979874,20.01019299696719,14231.768403639371,54.77805348773091,1.9327267714364489,5726.834849738076,0.4635661209709372,0.2323275982191325,697.3791011855528,0.03115881208286207
66,1.2563661390227117,13.007448382656571,5.289229181004818,23.504301445285616,6.091706813489332,3.769614590502409,11.063508120294143,1.07863041982106,2.477116311080523,18.818356847900894,16244.954404679973,54.303795595320025,1.915691672401927,5866.49638678596,0.4853033741190949,0.22112966038773213,698.6603578802477,0.0309591982510043
67,1.2522414823670054,13.235430364614466,5.232815301852959,23.182307232516436,6.419157202630006,3.86252241482367,10.975633186799126,1.0666467423789598,2.445008965929468,20.080260011954575,14299.760310818889,55.284692169754926,1.9109384339509863,5847.887328153019,0.4654091901309196,0.23015875905921884,698.0206216377765,0.031115569847274472
68,1.2333333333333334,13.22087214611872,5.161643835616438,22.87214611872146,5.698630136986301,3.7406392694063926,10.967721683735615,1.160730593607306,2.4337899543378994,19.856136986301372,14518.848401826484,53.102876712328765,1.63013698630137,5708.572146118721,0.5126849618882031,0.22402510646280624,694.2719178082192,0.03133030546586037
69,1.2991452991452992,13.69594017094017,5.0085470085470085,22.11111111111111,5.9914529914529915,3.8376068376068377,10.892474744806462,1.1923076923076923,2.6538461538461537,20.609658119658118,12166.21794871795,53.60213675213675,1.6025641025641026,5641.017094017094,0.4906157842790953,0.2448043401105507,689.7350427350427,0.030852793141987255
